student_id,age,gender,course,year,daily_study_hours,daily_sleep_hours,screen_time_hours,stress_level,anxiety_score,depression_score,academic_pressure_score,financial_stress_score,social_support_score,physical_activity_hours,sleep_quality,attendance_percentage,cgpa,internet_quality,burnout_level
166445,18,Female,BCA,1st,2.4,5.4,3.5,High,9,1,3,4,3,1.3,Poor,55.3,4.94,Good,Low
166446,21,Female,BCA,4th,2.2,8.9,11.0,Medium,10,4,8,4,2,1.1,Poor,67.3,8.27,Poor,Low
166447,19,Female,BSc,4th,5.7,7.3,1.5,High,6,2,9,9,4,0.1,Good,87.2,7.76,Good,High
166448,18,Other,BSc,4th,3.1,8.3,1.6,Low,2,6,5,9,10,1.9,Poor,50.8,6.24,Good,Low
166449,22,Female,BCA,1st,8.1,5.5,2.7,High,10,4,9,2,6,1.1,Poor,68.9,4.91,Good,High
166450,17,Other,MCA,2nd,1.9,6.9,2.4,Low,9,1,9,1,2,0.9,Average,97.0,9.4,Good,High
166451,24,Female,BBA,3rd,3.5,6.2,1.6,Medium,3,1,9,4,4,0.2,Good,69.0,9.63,Average,Low
166452,22,Female,MCA,1st,2.9,8.4,1.6,Medium,1,8,5,4,1,1.4,Good,68.3,6.33,Poor,Low
166453,20,Male,MBA,2nd,3.3,5.1,3.9,Medium,9,4,7,1,9,1.9,Average,55.4,5.54,Poor,Medium
166454,21,Other,BTech,3rd,5.2,8.4,11.7,Medium,8,1,8,10,2,1.1,Good,78.2,7.59,Poor,High
166455,18,Other,BTech,2nd,6.0,5.5,2.5,Low,3,3,9,8,3,0.8,Poor,84.9,4.81,Average,Low
166456,24,Male,MCA,3rd,5.2,4.6,9.0,Low,7,1,4,5,5,1.9,Good,81.9,8.97,Good,Low
166457,22,Other,MCA,2nd,1.1,4.2,1.3,Medium,4,10,2,9,3,0.2,Good,84.2,9.79,Poor,Medium
166458,22,Male,BTech,3rd,6.2,6.5,2.9,High,7,1,10,5,6,0.5,Good,69.6,9.5,Poor,Medium
166459,19,Other,BTech,4th,5.9,5.4,6.9,Medium,5,3,7,10,4,1.0,Good,74.2,5.21,Good,Low
166460,17,Other,BTech,2nd,5.7,8.8,7.1,High,4,5,4,10,7,0.4,Good,97.8,4.87,Average,Low
166461,24,Female,BTech,4th,7.0,4.2,2.8,High,2,9,8,8,7,1.7,Good,70.8,8.79,Poor,High
166462,23,Female,BCA,1st,8.8,6.2,9.6,High,10,7,1,1,7,1.0,Average,72.9,9.21,Poor,Medium
166463,17,Other,MCA,1st,3.8,8.3,2.2,Low,2,1,6,2,1,1.8,Average,62.4,6.17,Average,High
166464,24,Male,BBA,4th,2.5,6.5,11.6,High,10,8,10,5,2,1.6,Poor,64.7,5.3,Poor,Low
166465,18,Other,BSc,1st,3.7,5.1,4.6,High,5,10,2,4,3,0.5,Average,80.8,9.11,Good,High
166466,24,Other,BBA,3rd,1.0,7.0,9.8,Low,8,4,1,8,10,0.1,Average,96.1,7.17,Poor,High
166467,21,Other,MBA,4th,2.6,6.2,4.9,Medium,1,7,10,1,10,0.1,Average,57.2,6.9,Poor,Low
166468,24,Male,BCA,1st,9.0,7.5,8.4,High,1,4,3,1,4,1.7,Good,97.5,5.6,Good,High
166469,22,Other,MBA,4th,9.7,6.4,1.7,Medium,3,4,9,4,9,1.4,Average,74.7,4.97,Poor,Medium
166470,18,Other,MCA,4th,5.5,8.1,11.2,Medium,5,4,5,2,6,1.7,Poor,72.7,4.35,Poor,Medium
166471,23,Male,MCA,2nd,1.8,8.0,4.5,Low,8,8,6,2,9,1.3,Good,87.2,6.19,Average,High
166472,22,Other,MCA,2nd,4.4,8.2,9.0,High,4,5,1,6,9,0.6,Good,50.4,4.06,Average,High
166473,20,Other,BTech,4th,8.8,5.4,4.3,High,8,4,7,3,10,0.3,Good,59.9,5.06,Good,Medium
166474,25,Female,BCA,2nd,9.8,6.5,1.1,Medium,3,1,8,7,1,0.4,Average,60.9,4.95,Good,High
166475,20,Female,BCA,1st,3.5,5.6,1.8,Medium,5,10,10,8,4,0.3,Average,89.0,5.09,Good,Medium
166476,17,Male,MCA,3rd,8.9,5.1,6.8,High,10,4,3,4,1,1.4,Poor,86.7,4.41,Average,Low
166477,19,Male,MCA,1st,4.7,8.5,1.9,Medium,9,5,9,2,8,1.3,Good,86.5,4.73,Good,High
166478,24,Female,BSc,3rd,7.4,8.1,8.9,Low,6,9,5,6,10,1.8,Good,74.9,7.39,Average,Low
166479,19,Other,MBA,4th,9.1,4.7,2.0,High,4,5,3,1,3,2.0,Good,82.4,7.98,Average,Medium
166480,23,Female,BCA,1st,2.5,5.9,4.1,Low,4,9,2,7,5,1.2,Good,98.6,4.75,Average,Low
166481,17,Other,BBA,4th,8.1,6.5,6.0,Low,8,3,3,10,5,1.3,Good,53.1,9.53,Poor,Medium
166482,20,Other,BSc,2nd,9.1,7.1,4.0,Medium,4,7,10,5,8,1.2,Good,53.2,8.76,Poor,Medium
166483,20,Other,BCA,2nd,5.4,5.3,11.7,Medium,4,2,5,1,3,1.2,Poor,98.3,8.0,Average,High
166484,25,Other,BSc,1st,3.8,4.8,3.9,Medium,9,4,10,7,1,1.0,Poor,60.0,9.99,Poor,Medium
166485,17,Male,MCA,3rd,2.1,6.2,8.7,High,5,5,9,2,10,0.3,Good,96.0,4.93,Good,High
166486,25,Male,MCA,3rd,6.6,8.0,9.8,Medium,7,3,5,9,3,1.9,Poor,82.0,4.43,Poor,High
166487,24,Male,BSc,1st,1.3,8.7,4.5,High,3,7,6,6,4,1.7,Average,58.6,7.93,Good,Medium
166488,22,Female,BTech,2nd,3.1,4.2,6.2,Medium,4,4,1,5,1,0.3,Good,94.7,4.53,Good,High
166489,20,Other,BTech,1st,8.0,5.3,5.3,Low,7,9,10,2,6,0.2,Good,52.9,4.5,Average,High
166490,22,Male,BTech,1st,3.8,5.2,7.7,Medium,3,7,8,6,4,0.2,Good,67.5,8.91,Poor,Low
166491,22,Female,MBA,1st,1.4,8.7,2.5,Medium,6,2,8,7,7,1.5,Average,89.6,8.7,Average,Low
166492,18,Female,BCA,2nd,4.7,6.0,1.8,High,7,3,10,2,9,1.6,Average,97.9,5.11,Poor,Low
166493,23,Other,BTech,2nd,5.9,5.3,6.2,Medium,10,1,3,1,10,1.9,Good,55.8,5.51,Average,Low
166494,25,Female,BBA,3rd,6.3,4.5,5.8,Low,10,8,4,9,8,0.6,Average,72.3,6.52,Poor,High
166495,24,Other,MBA,2nd,7.3,8.2,2.0,Medium,2,4,9,9,5,2.0,Average,55.4,9.28,Poor,Low
166496,19,Other,BCA,2nd,2.8,4.7,7.1,Low,1,2,3,9,8,0.2,Average,73.8,6.88,Average,High
166497,24,Female,BCA,2nd,3.8,5.1,9.2,High,3,6,1,4,3,0.9,Good,99.7,5.51,Good,Medium
166498,20,Female,MBA,2nd,8.2,5.6,5.8,Medium,1,4,3,1,5,0.2,Average,73.2,4.08,Poor,Low
166499,17,Female,BSc,1st,2.1,5.8,7.4,Low,10,10,7,7,9,1.0,Good,90.1,4.83,Average,Medium
166500,19,Other,MBA,4th,6.7,8.5,4.9,Medium,3,10,5,1,7,1.5,Good,62.5,7.76,Average,Medium
166501,17,Female,BSc,4th,5.2,5.2,11.5,Medium,9,1,1,9,10,1.2,Good,79.2,6.79,Poor,Low
166502,21,Female,BCA,4th,5.7,7.1,8.3,Low,6,2,3,8,10,0.7,Average,68.0,4.25,Average,Medium
166503,25,Female,BCA,4th,7.4,7.0,9.8,Medium,8,3,10,10,3,0.0,Average,51.9,9.43,Average,Low
166504,23,Other,MBA,1st,4.5,5.0,6.3,High,10,1,4,1,2,1.9,Average,57.3,9.45,Poor,Low
166505,19,Other,BCA,4th,2.7,5.8,4.7,Low,7,7,6,2,9,0.4,Average,70.7,8.71,Poor,Low
166506,23,Male,MCA,1st,3.8,5.5,8.1,Medium,9,8,1,3,7,0.1,Good,56.4,9.18,Good,Medium
166507,24,Female,BCA,2nd,5.4,7.8,2.5,Medium,8,3,7,10,10,1.3,Poor,63.2,9.27,Good,Low
166508,20,Male,BTech,4th,5.4,8.7,2.0,Medium,7,6,1,7,7,0.7,Average,92.6,8.17,Average,Medium
166509,19,Male,MCA,2nd,2.7,5.7,7.4,Medium,8,5,4,9,6,0.2,Average,90.0,9.39,Average,Medium
166510,18,Other,BBA,1st,8.4,8.8,7.9,Low,2,8,4,4,1,1.4,Average,76.5,9.64,Good,Medium
166511,24,Other,MCA,4th,8.9,5.1,1.1,Medium,4,5,3,10,5,0.7,Average,57.6,4.02,Good,Medium
166512,19,Male,BCA,1st,7.1,4.1,2.1,High,3,9,7,2,9,1.9,Average,92.8,6.6,Poor,High
166513,23,Female,BCA,1st,10.0,7.3,1.8,Low,4,6,3,7,5,0.4,Poor,64.7,5.93,Good,High
166514,18,Female,BBA,1st,7.9,8.4,10.6,Low,4,8,1,10,6,1.6,Poor,97.1,9.32,Average,Medium
166515,21,Female,MCA,4th,8.4,5.6,2.7,Medium,1,9,10,1,9,1.4,Good,99.3,8.57,Poor,High
166516,21,Other,BBA,1st,6.5,8.7,2.5,Low,1,10,9,5,8,0.1,Poor,61.0,4.72,Average,Medium
166517,25,Other,BTech,4th,8.1,7.1,8.4,Low,9,2,4,1,2,0.0,Average,70.8,8.27,Average,High
166518,24,Female,MBA,2nd,3.0,7.7,11.3,Low,6,10,5,6,9,1.9,Good,60.1,4.25,Average,High
166519,24,Female,BCA,1st,3.4,7.3,7.4,High,9,3,5,6,10,0.0,Poor,81.4,9.76,Average,Medium
166520,18,Female,BBA,1st,3.9,8.0,8.7,Low,5,10,4,10,8,0.2,Average,63.4,7.02,Poor,Medium
166521,18,Female,BBA,3rd,6.3,4.5,1.7,Low,7,7,3,3,7,0.6,Average,83.6,4.63,Average,Medium
166522,23,Other,BTech,4th,3.3,6.4,8.8,Low,6,9,2,1,6,1.8,Good,73.9,7.4,Good,High
166523,20,Other,BCA,4th,4.1,6.1,3.4,Low,1,2,9,10,4,1.9,Good,62.7,5.05,Good,Medium
166524,19,Female,MCA,4th,4.8,8.4,10.2,Medium,2,4,1,7,10,0.3,Good,57.8,5.41,Average,Medium
166525,19,Female,MBA,3rd,3.7,6.8,3.5,High,4,6,2,6,2,1.1,Average,74.7,4.3,Poor,Medium
166526,23,Other,MBA,4th,1.4,9.0,1.6,Low,1,7,1,1,7,0.6,Good,80.5,8.15,Good,Low
166527,17,Other,BCA,4th,3.1,7.8,10.2,Medium,7,2,9,1,4,0.2,Poor,92.4,9.86,Poor,Medium
166528,20,Female,BCA,2nd,7.5,4.7,3.2,High,2,2,6,9,2,1.8,Average,62.8,5.49,Average,Medium
166529,22,Male,BSc,1st,6.5,7.1,2.3,High,1,5,4,8,1,0.1,Average,56.1,5.69,Average,Low
166530,25,Female,MBA,1st,3.1,7.6,10.1,Low,6,8,7,8,2,1.1,Poor,80.4,4.3,Average,High
166531,17,Other,BTech,1st,8.2,8.2,4.5,Low,9,8,9,6,10,0.6,Poor,77.1,4.87,Good,Low
166532,17,Male,BBA,2nd,1.2,7.6,11.4,Medium,1,6,2,10,7,1.5,Average,67.3,6.66,Poor,Medium
166533,18,Female,BTech,3rd,5.7,8.2,5.7,High,8,3,8,10,6,0.3,Good,71.3,8.68,Average,High
166534,23,Other,BBA,1st,6.3,4.4,6.9,Low,5,10,8,7,5,1.8,Average,81.7,8.13,Good,High
166535,23,Male,BCA,2nd,2.3,8.8,2.6,Medium,7,8,10,6,4,0.8,Good,88.2,9.65,Average,Low
166536,21,Female,MBA,4th,6.4,6.5,5.8,Medium,1,2,7,7,2,0.3,Good,66.6,8.28,Average,High
166537,20,Male,MBA,1st,8.3,5.3,6.3,Medium,3,1,1,9,7,1.4,Poor,86.9,5.27,Poor,Low
166538,22,Other,BTech,2nd,8.6,4.7,10.6,High,1,7,8,6,3,0.9,Poor,88.9,5.39,Average,Low
166539,24,Female,MCA,3rd,4.6,8.9,6.8,High,1,5,6,4,8,1.3,Average,79.1,5.29,Poor,Low
166540,23,Female,BCA,4th,3.8,8.6,8.8,High,10,5,5,9,2,1.4,Poor,59.3,6.99,Good,Low
166541,18,Female,MBA,1st,3.9,5.0,1.3,Low,9,1,7,9,2,0.0,Average,73.9,6.61,Good,Medium
166542,18,Other,MCA,3rd,3.0,4.6,8.5,Medium,2,2,2,2,4,1.3,Poor,66.1,4.37,Poor,Low
166543,22,Male,BCA,3rd,7.0,4.3,9.2,Medium,7,9,5,6,3,1.7,Good,64.5,5.1,Poor,Low
166544,17,Female,MCA,2nd,8.8,4.1,9.1,High,3,5,6,7,6,0.8,Good,58.7,9.02,Average,High
166545,21,Female,BCA,3rd,7.9,6.2,10.8,High,8,7,1,9,7,1.5,Good,91.4,9.69,Good,Low
166546,17,Other,MCA,4th,7.4,5.8,6.5,Low,8,1,6,3,10,0.0,Average,53.8,5.46,Poor,Medium
166547,23,Female,BBA,4th,8.2,7.9,7.6,High,2,10,10,3,7,0.5,Average,60.3,5.27,Average,High
166548,19,Female,MCA,2nd,6.7,8.8,6.0,High,7,9,4,10,4,1.6,Poor,59.0,8.1,Average,Medium
166549,25,Female,MBA,4th,2.7,6.5,7.3,High,4,4,7,6,10,1.0,Poor,73.5,9.36,Good,Low
166550,21,Other,MBA,2nd,2.2,8.1,12.0,Low,6,1,8,6,8,0.1,Good,99.7,6.08,Average,Low
166551,17,Other,MCA,2nd,2.2,7.7,8.8,Low,9,10,9,7,10,1.9,Average,70.2,8.48,Average,Low
166552,20,Other,MCA,4th,9.8,7.0,11.7,Low,10,8,5,4,4,1.6,Good,51.8,6.35,Poor,Low
166553,24,Female,BCA,1st,9.2,6.2,1.6,Low,10,10,5,5,4,0.9,Poor,70.3,7.48,Good,High
166554,23,Male,BBA,3rd,1.4,4.5,2.7,High,10,7,9,5,3,1.0,Average,73.0,7.07,Good,Low
166555,22,Other,BCA,4th,9.3,8.7,4.9,Low,6,2,9,5,10,1.3,Good,63.3,8.71,Average,High
166556,25,Other,BBA,1st,6.6,6.7,2.0,Low,3,2,5,9,7,1.0,Good,55.1,9.15,Average,Low
166557,20,Other,BTech,3rd,2.0,4.7,5.9,High,3,4,4,10,5,0.1,Poor,57.4,5.79,Poor,Low
166558,17,Female,BBA,1st,5.2,4.7,9.7,Low,1,4,6,8,4,0.0,Poor,91.3,5.87,Good,Low
166559,22,Other,MBA,3rd,3.1,8.4,7.0,Low,7,9,3,6,7,1.1,Poor,75.1,8.49,Poor,Medium
166560,20,Female,MBA,3rd,9.2,7.7,10.8,Low,8,8,8,6,3,2.0,Good,80.9,6.94,Good,High
166561,17,Other,BBA,2nd,8.0,4.0,9.5,High,6,7,6,7,6,0.1,Average,77.3,5.59,Average,Medium
166562,19,Other,BCA,1st,3.8,4.7,6.3,High,4,9,8,2,3,1.2,Good,79.4,8.89,Good,High
166563,17,Other,BCA,2nd,9.2,8.4,11.0,High,4,2,8,5,1,1.1,Good,54.5,9.59,Good,Medium
166564,21,Female,MCA,2nd,5.9,7.2,8.7,High,6,9,3,6,5,0.9,Good,55.2,9.0,Good,Low
166565,24,Other,BTech,4th,1.7,7.8,5.3,Low,8,7,4,10,7,1.1,Poor,56.3,8.85,Good,Medium
166566,18,Female,MCA,4th,5.9,5.9,1.2,Low,9,8,5,10,8,1.7,Poor,87.7,7.26,Average,Medium
166567,22,Female,BTech,3rd,3.1,8.4,7.5,High,9,7,1,4,7,1.4,Poor,86.9,5.33,Poor,High
166568,22,Other,BBA,2nd,1.8,8.0,8.3,High,1,8,3,10,6,0.8,Average,91.7,6.81,Poor,High
166569,21,Male,BSc,2nd,1.6,8.5,8.8,Medium,8,5,5,3,9,1.1,Good,66.6,5.2,Good,Medium
166570,23,Other,MCA,4th,8.6,5.1,7.0,High,3,10,5,2,6,0.9,Poor,89.3,7.72,Good,Medium
166571,17,Other,MBA,4th,6.4,7.5,11.2,High,6,1,9,3,10,1.4,Poor,91.6,8.32,Good,Medium
166572,20,Male,BBA,4th,5.4,7.6,9.8,Low,6,10,6,10,9,0.6,Poor,75.4,5.96,Poor,High
166573,22,Female,MCA,1st,6.8,5.8,6.2,High,6,1,9,8,3,0.8,Average,50.4,4.97,Poor,Low
166574,20,Male,BSc,3rd,8.4,6.6,5.4,Medium,8,3,6,9,5,0.8,Good,64.8,7.07,Good,High
166575,22,Other,MBA,4th,7.0,7.2,1.7,Low,1,4,5,10,9,1.3,Average,83.8,5.03,Good,Low
166576,18,Other,BCA,4th,5.5,8.2,5.9,High,2,2,7,2,9,1.1,Good,89.7,7.04,Poor,Low
166577,25,Female,MBA,1st,5.7,5.7,7.8,High,10,4,4,6,10,0.3,Average,77.7,6.76,Poor,Low
166578,20,Other,BSc,4th,1.3,5.6,2.7,Medium,7,4,5,10,4,0.4,Poor,60.0,4.97,Poor,Low
166579,21,Male,BTech,4th,2.5,7.1,7.4,Low,2,1,2,4,6,1.8,Poor,63.4,9.26,Average,High
166580,23,Male,BBA,3rd,3.3,8.5,6.7,High,9,3,2,4,5,0.8,Good,70.5,6.35,Poor,High
166581,24,Female,BBA,1st,3.3,5.5,3.3,High,7,3,10,2,7,0.6,Average,91.7,5.67,Poor,Low
166582,17,Male,BSc,2nd,5.9,7.5,10.1,Low,5,4,6,3,5,1.8,Good,65.6,4.52,Poor,Low
166583,23,Female,BSc,4th,9.3,7.2,4.3,High,3,6,5,7,7,0.8,Poor,90.2,9.97,Poor,High
166584,25,Other,MBA,2nd,6.6,6.7,8.6,Low,4,7,3,1,6,1.1,Average,90.0,4.3,Good,High
166585,18,Female,BSc,4th,5.0,5.0,12.0,High,9,10,1,5,6,0.4,Good,56.8,5.46,Poor,High
166586,18,Female,BCA,2nd,8.8,6.7,10.8,Low,4,7,2,6,5,0.8,Average,88.2,9.23,Good,Low
166587,20,Female,BBA,3rd,8.6,4.9,5.8,Low,10,3,5,5,1,0.3,Poor,50.4,5.48,Poor,High
166588,17,Other,BTech,4th,1.1,4.2,1.6,Low,3,5,3,8,7,0.8,Poor,76.1,5.26,Poor,Medium
166589,25,Male,MBA,4th,4.3,4.6,4.2,Low,10,1,2,1,10,1.5,Poor,60.9,4.8,Poor,Medium
166590,21,Male,MCA,1st,8.8,5.6,5.3,Low,5,7,9,1,5,1.8,Average,61.6,8.66,Average,Low
166591,19,Female,MCA,1st,2.8,5.2,8.8,Medium,4,10,3,1,4,0.7,Average,57.6,4.04,Poor,Low
166592,22,Female,BSc,2nd,9.3,6.7,8.1,High,2,4,4,2,9,1.3,Average,70.1,9.5,Average,High
166593,23,Male,BBA,2nd,8.2,7.2,11.3,Low,1,2,6,5,9,1.5,Average,92.8,5.36,Poor,Medium
166594,20,Female,BSc,2nd,7.1,8.8,8.7,High,5,6,4,1,2,0.8,Average,83.2,4.77,Poor,Medium
166595,18,Other,MCA,4th,9.1,6.3,4.4,Medium,3,9,4,6,8,1.0,Good,52.3,8.76,Average,High
166596,21,Female,MCA,1st,3.4,5.8,11.7,Medium,3,8,7,9,5,1.3,Poor,88.1,4.79,Average,Medium
166597,23,Female,BSc,2nd,3.1,6.3,4.8,Medium,7,5,8,10,7,0.7,Average,79.4,7.46,Poor,High
166598,19,Female,BCA,2nd,9.1,7.5,8.6,Medium,1,8,2,9,5,1.2,Average,53.7,7.63,Average,High
166599,18,Male,MCA,1st,6.7,6.2,9.2,Medium,6,8,4,2,10,1.9,Average,65.8,4.07,Average,High
166600,18,Female,BBA,2nd,1.1,6.6,6.8,Low,9,3,1,7,6,0.6,Poor,60.8,4.9,Average,Low
166601,20,Male,MBA,2nd,5.0,8.0,2.3,Medium,6,10,2,8,2,0.0,Poor,78.7,4.14,Poor,Low
166602,20,Other,BBA,3rd,2.4,5.9,11.3,High,8,9,8,3,3,1.5,Average,50.9,6.86,Good,Low
166603,21,Female,BSc,1st,8.3,6.1,2.1,High,8,5,3,1,1,0.2,Average,52.9,9.14,Average,Low
166604,19,Male,BCA,2nd,1.0,5.7,8.6,Medium,7,3,1,8,3,1.2,Good,72.7,8.87,Poor,Low
166605,17,Female,MBA,2nd,8.7,7.6,1.9,Low,9,10,4,6,6,1.8,Poor,72.5,6.76,Good,Low
166606,20,Female,BBA,4th,1.8,6.1,2.0,Low,6,7,8,3,8,0.6,Average,75.4,6.47,Average,High
166607,17,Female,BBA,1st,2.7,8.2,9.2,Medium,1,9,10,8,7,1.3,Good,68.6,4.81,Poor,Medium
166608,24,Other,BSc,3rd,3.4,4.7,4.5,Low,2,2,8,3,9,1.7,Poor,72.1,6.11,Poor,High
166609,21,Other,MCA,1st,5.3,6.8,2.0,Low,5,10,10,4,8,0.8,Poor,85.8,7.44,Poor,Low
166610,18,Male,BTech,2nd,3.4,7.9,1.3,Medium,8,3,7,2,5,1.5,Average,50.4,5.58,Average,Medium
166611,21,Other,MCA,3rd,5.5,4.4,4.2,Medium,2,6,2,8,5,1.5,Average,87.3,9.54,Average,Low
166612,21,Female,BCA,3rd,5.8,4.5,11.7,High,2,2,2,2,7,0.5,Poor,65.0,5.23,Poor,Low
166613,17,Female,BSc,4th,6.9,6.2,7.9,Low,7,9,10,4,4,0.1,Poor,69.1,4.93,Poor,Medium
166614,21,Male,BCA,1st,7.9,4.3,3.2,Medium,8,10,3,3,4,1.7,Average,97.2,7.95,Good,High
166615,24,Other,BBA,1st,8.4,4.9,6.5,High,2,10,2,5,6,1.0,Good,63.2,5.0,Good,Medium
166616,18,Female,BBA,2nd,9.1,5.2,11.9,High,4,5,4,7,3,0.5,Poor,60.2,5.97,Average,Medium
166617,24,Female,BCA,4th,2.7,8.9,11.1,Low,6,1,3,3,6,1.4,Average,89.3,9.02,Poor,Low
166618,24,Other,BCA,3rd,8.8,6.6,5.8,High,3,1,8,9,5,0.4,Good,93.5,9.26,Poor,High
166619,17,Female,BCA,1st,6.4,7.1,4.7,Medium,2,9,3,1,7,1.8,Good,72.1,4.54,Average,High
166620,20,Male,BTech,3rd,6.2,6.7,6.2,High,3,7,8,4,10,0.0,Average,79.9,4.16,Good,High
166621,21,Other,MBA,4th,9.8,5.0,8.0,Low,8,2,4,2,7,0.7,Good,65.5,9.38,Average,Low
166622,24,Other,BCA,3rd,4.8,7.0,1.2,High,1,6,10,1,4,1.0,Average,90.1,5.1,Average,Medium
166623,19,Other,BTech,2nd,8.6,4.1,8.7,Medium,8,5,10,4,5,0.2,Good,68.0,9.21,Poor,Medium
166624,17,Other,BCA,1st,8.7,4.3,8.5,Medium,2,8,5,7,2,1.7,Good,78.2,6.72,Good,Medium
166625,23,Female,MBA,4th,6.6,5.4,4.4,High,4,9,2,4,2,1.4,Average,78.8,7.51,Average,Low
166626,20,Male,MCA,1st,7.1,7.5,11.5,Medium,4,9,3,10,2,1.9,Poor,98.6,5.37,Poor,High
166627,21,Male,MCA,4th,9.2,4.9,4.7,Low,2,3,2,5,1,0.6,Average,77.1,9.58,Poor,High
166628,22,Female,BTech,1st,2.3,8.4,5.4,Low,3,1,4,3,6,0.2,Poor,92.3,6.41,Good,Low
166629,20,Female,BSc,1st,8.7,4.7,2.2,High,7,10,4,8,7,1.0,Poor,82.4,7.23,Average,Low
166630,17,Male,BSc,3rd,6.9,7.2,8.1,High,1,7,4,6,5,1.3,Good,66.6,8.24,Poor,Medium
166631,24,Male,BTech,4th,3.1,5.6,8.7,Low,1,9,7,2,6,1.5,Good,67.7,4.57,Average,Low
166632,25,Male,BCA,3rd,6.6,8.4,8.4,High,4,8,7,10,9,0.3,Average,78.6,7.61,Good,High
166633,19,Female,BTech,3rd,4.2,8.4,10.0,High,4,9,5,8,9,1.4,Good,58.8,9.04,Average,Medium
166634,20,Female,MCA,3rd,9.8,5.6,7.4,Low,1,10,6,1,5,0.0,Average,80.6,7.6,Good,Low
166635,21,Male,BTech,4th,2.3,8.9,8.9,High,2,6,8,10,5,1.2,Good,71.0,9.63,Average,High
166636,25,Male,MBA,3rd,8.3,5.4,10.3,High,5,9,3,9,6,1.0,Poor,65.2,5.1,Good,High
166637,21,Female,BSc,2nd,2.3,5.6,5.0,Low,1,4,9,1,9,2.0,Poor,66.9,5.45,Poor,High
166638,23,Other,BSc,4th,9.2,7.4,1.1,Medium,5,7,5,9,7,0.7,Average,51.0,9.07,Poor,Medium
166639,19,Male,BCA,4th,9.6,5.6,4.7,High,4,2,3,8,3,1.8,Average,76.0,7.72,Good,High
166640,17,Male,BSc,3rd,9.2,4.3,6.8,High,5,4,6,10,9,0.5,Average,78.7,4.51,Good,Medium
166641,22,Male,BCA,2nd,3.8,6.9,11.3,High,2,3,3,6,2,1.8,Good,70.3,6.56,Good,High
166642,17,Female,BTech,2nd,4.6,8.1,2.1,Medium,3,10,10,1,2,1.8,Poor,89.9,9.42,Average,High
166643,22,Male,BSc,4th,2.3,5.1,5.4,High,8,6,3,9,5,0.3,Good,71.7,7.34,Poor,Low
166644,24,Female,MBA,3rd,9.4,5.8,7.9,High,7,9,7,3,1,1.8,Good,77.3,6.68,Poor,Medium
166645,25,Other,MCA,4th,5.4,8.4,2.9,Low,2,4,1,3,1,1.6,Poor,65.7,6.02,Average,High
166646,24,Male,BCA,2nd,3.9,5.9,1.8,Medium,6,9,5,1,5,0.2,Good,95.7,8.53,Good,Low
166647,21,Other,BCA,3rd,5.0,6.1,7.7,Low,9,3,4,4,3,1.8,Poor,55.6,7.57,Good,Medium
166648,23,Male,BCA,4th,5.7,6.6,8.3,Medium,1,9,2,1,3,1.1,Average,64.3,8.97,Average,High
166649,22,Female,BBA,3rd,1.2,6.8,9.1,Medium,5,1,7,5,5,1.8,Good,70.4,5.14,Good,High
166650,25,Male,MBA,4th,6.2,5.9,7.7,Low,7,6,8,5,8,0.2,Average,51.9,5.77,Poor,High
166651,20,Male,BSc,1st,7.9,6.7,8.4,Medium,10,1,9,5,9,1.3,Poor,67.0,6.26,Poor,High
166652,24,Female,MCA,2nd,8.1,5.8,9.4,Medium,10,2,4,10,10,2.0,Poor,71.9,4.3,Poor,High
166653,25,Male,MBA,1st,6.3,4.2,6.3,High,9,2,9,8,5,0.4,Poor,95.9,6.62,Good,High
166654,23,Male,MCA,3rd,1.6,7.7,8.6,Low,1,6,3,6,10,1.2,Poor,69.1,6.47,Good,High
166655,23,Female,BBA,4th,2.2,8.0,6.1,Low,1,3,2,8,5,0.7,Average,64.9,9.3,Poor,High
166656,18,Other,BSc,1st,3.6,5.0,1.7,Medium,8,7,6,6,1,1.9,Good,81.3,6.18,Poor,Medium
166657,25,Female,MBA,1st,5.9,6.6,8.9,High,7,4,3,6,5,0.4,Good,97.7,6.18,Average,High
166658,21,Female,MCA,4th,3.0,7.3,7.8,Medium,8,4,4,10,2,1.9,Average,59.0,6.45,Average,High
166659,19,Other,MBA,3rd,6.7,7.2,6.8,Low,2,6,10,4,2,1.8,Average,77.9,7.87,Poor,High
166660,20,Male,BCA,4th,9.4,4.9,6.9,Medium,2,2,4,4,2,1.1,Good,68.8,7.87,Poor,High
166661,18,Other,BSc,3rd,6.1,8.5,4.0,High,9,7,3,6,9,0.7,Poor,96.3,5.26,Average,Medium
166662,19,Other,BCA,2nd,7.2,7.2,10.5,Medium,2,8,5,8,7,0.7,Poor,90.4,7.92,Average,Low
166663,22,Male,BBA,4th,9.8,5.4,7.9,Medium,2,9,9,10,10,0.5,Poor,82.6,6.76,Poor,Medium
166664,17,Male,BBA,3rd,5.2,5.6,2.2,Medium,6,9,7,5,8,1.5,Good,93.4,5.83,Average,Low
166665,18,Male,BCA,1st,2.3,8.3,5.6,Medium,5,2,1,2,5,0.8,Average,80.0,8.05,Good,High
166666,20,Male,MCA,3rd,7.6,6.0,11.6,Medium,2,9,3,1,7,0.9,Poor,62.8,9.45,Good,Low
166667,17,Male,BSc,2nd,2.5,6.9,7.8,High,6,2,1,6,9,1.7,Average,83.7,7.48,Poor,Low
